front,left,direction
0.94,0.761,Move-Forward
0.939,0.76,Move-Forward
0.942,0.767,Move-Forward
0.939,0.76,Move-Forward
0.942,0.76,Move-Forward
0.937,0.76,Move-Forward
0.933,0.77,Move-Forward
0.926,0.865,Move-Forward
0.914,0.75,Move-Forward
0.911,0.746,Move-Forward
1.742,0.742,Move-Forward
1.726,0.384,Slight-Right-Turn
1.708,0.386,Slight-Right-Turn
1.693,0.389,Slight-Right-Turn
2.678,0.396,Slight-Right-Turn
2.089,0.438,Slight-Right-Turn
2.642,0.444,Slight-Right-Turn
2.625,0.698,Move-Forward
2.609,0.693,Move-Forward
2.593,0.688,Move-Forward
2.579,0.683,Move-Forward
2.564,0.678,Move-Forward
2.551,0.471,Slight-Right-Turn
2.537,0.48,Slight-Right-Turn
2.524,0.662,Move-Forward
2.51,0.658,Move-Forward
0.723,0.577,Sharp-Right-Turn
2.481,0.649,Move-Forward
2.467,0.559,Move-Forward
2.451,0.64,Move-Forward
1.984,0.626,Move-Forward
1.413,0.631,Move-Forward
1.967,0.607,Move-Forward
1.965,0.623,Move-Forward
0.69,0.619,Sharp-Right-Turn
2.356,0.615,Move-Forward
1.329,0.61,Move-Forward
1.309,0.606,Move-Forward
1.292,0.601,Move-Forward
1.275,0.597,Move-Forward
1.266,0.592,Move-Forward
1.247,0.588,Move-Forward
1.228,0.583,Move-Forward
1.231,0.582,Move-Forward
2.2,0.575,Move-Forward
2.182,0.568,Move-Forward
2.163,0.565,Move-Forward
1.156,0.562,Move-Forward
2.125,0.559,Move-Forward
2.105,0.555,Move-Forward
2.086,0.551,Move-Forward
2.067,0.547,Move-Forward
2.047,0.544,Move-Forward
2.027,0.54,Move-Forward
2.007,0.536,Move-Forward
1.988,0.533,Move-Forward
1.968,0.529,Move-Forward
1.949,0.526,Move-Forward
1.93,0.522,Move-Forward
1.91,0.519,Move-Forward
1.891,0.516,Move-Forward
0.914,0.512,Move-Forward
0.884,0.509,Sharp-Right-Turn
0.867,0.506,Sharp-Right-Turn
0.848,0.503,Sharp-Right-Turn
0.831,0.499,Sharp-Right-Turn
0.816,0.496,Sharp-Right-Turn
0.802,0.493,Sharp-Right-Turn
0.789,0.49,Sharp-Right-Turn
0.783,0.488,Sharp-Right-Turn
0.784,0.487,Sharp-Right-Turn
0.802,0.487,Sharp-Right-Turn
0.802,0.486,Sharp-Right-Turn
1.528,0.486,Slight-Right-Turn
1.525,0.485,Slight-Right-Turn
1.525,0.485,Slight-Right-Turn
1.528,0.485,Slight-Right-Turn
1.525,0.485,Slight-Right-Turn
1.524,0.485,Slight-Right-Turn
1.527,0.485,Slight-Right-Turn
1.526,0.485,Slight-Right-Turn
1.523,0.485,Slight-Right-Turn
1.522,0.485,Slight-Right-Turn
1.525,0.485,Slight-Right-Turn
1.522,0.485,Slight-Right-Turn
1.522,0.484,Slight-Right-Turn
1.521,0.485,Slight-Right-Turn
1.521,0.484,Slight-Right-Turn
1.524,0.484,Slight-Right-Turn
1.527,0.484,Slight-Right-Turn
1.523,0.484,Slight-Right-Turn
1.523,0.484,Slight-Right-Turn
1.525,0.484,Slight-Right-Turn
1.522,0.484,Slight-Right-Turn
1.525,0.484,Slight-Right-Turn
1.527,0.483,Slight-Right-Turn
1.527,0.483,Slight-Right-Turn
1.523,0.483,Slight-Right-Turn
1.735,0.483,Slight-Right-Turn
1.735,0.483,Slight-Right-Turn
1.525,0.483,Slight-Right-Turn
1.734,0.483,Slight-Right-Turn
1.733,0.483,Slight-Right-Turn
1.525,0.483,Slight-Right-Turn
1.733,0.483,Slight-Right-Turn
1.732,0.483,Slight-Right-Turn
1.732,0.483,Slight-Right-Turn
1.731,0.483,Slight-Right-Turn
1.731,0.483,Slight-Right-Turn
1.731,0.482,Slight-Right-Turn
1.731,0.482,Slight-Right-Turn
1.731,0.482,Slight-Right-Turn
1.731,0.482,Slight-Right-Turn
1.729,0.483,Slight-Right-Turn
1.726,0.482,Slight-Right-Turn
1.722,0.482,Slight-Right-Turn
1.716,0.481,Slight-Right-Turn
1.707,0.48,Slight-Right-Turn
0.583,0.479,Sharp-Right-Turn
0.584,0.478,Sharp-Right-Turn
1.678,0.477,Slight-Right-Turn
1.668,0.477,Slight-Right-Turn
1.658,0.476,Slight-Right-Turn
1.65,0.475,Slight-Right-Turn
1.644,0.475,Slight-Right-Turn
1.637,0.475,Slight-Right-Turn
1.431,0.475,Slight-Right-Turn
1.425,0.475,Slight-Right-Turn
1.617,0.475,Slight-Right-Turn
1.417,0.476,Slight-Right-Turn
1.403,0.476,Slight-Right-Turn
1.392,0.478,Slight-Right-Turn
1.384,0.478,Slight-Right-Turn
1.376,0.479,Slight-Right-Turn
1.371,0.481,Slight-Right-Turn
1.363,0.483,Slight-Right-Turn
1.355,0.484,Slight-Right-Turn
1.532,0.486,Slight-Right-Turn
1.522,0.488,Slight-Right-Turn
1.511,0.49,Slight-Right-Turn
1.501,0.492,Slight-Right-Turn
1.491,0.494,Slight-Right-Turn
1.481,0.495,Move-Forward
1.471,0.498,Move-Forward
1.461,0.5,Move-Forward
1.45,0.502,Move-Forward
1.44,0.505,Move-Forward
1.427,0.509,Move-Forward
1.414,0.513,Move-Forward
1.398,0.517,Move-Forward
1.383,0.522,Move-Forward
1.367,0.527,Move-Forward
1.35,0.532,Move-Forward
1.332,0.538,Move-Forward
1.314,0.544,Move-Forward
1.297,0.55,Move-Forward
1.279,0.556,Move-Forward
1.262,0.562,Move-Forward
1.244,0.568,Move-Forward
1.226,0.574,Move-Forward
1.207,0.581,Move-Forward
1.189,0.588,Move-Forward
1.17,0.594,Move-Forward
1.151,0.601,Move-Forward
1.132,0.608,Move-Forward
1.112,0.615,Move-Forward
1.093,0.621,Move-Forward
1.073,0.628,Move-Forward
1.056,0.635,Move-Forward
1.037,0.642,Move-Forward
1.014,0.646,Move-Forward
0.994,0.654,Move-Forward
0.974,0.666,Move-Forward
0.956,0.67,Move-Forward
0.937,0.678,Move-Forward
0.919,0.685,Move-Forward
0.9,0.692,Sharp-Right-Turn
0.882,0.699,Sharp-Right-Turn
0.864,0.706,Sharp-Right-Turn
0.846,0.714,Sharp-Right-Turn
0.828,0.72,Sharp-Right-Turn
0.811,0.727,Sharp-Right-Turn
0.798,0.731,Sharp-Right-Turn
0.793,0.731,Sharp-Right-Turn
0.794,0.729,Sharp-Right-Turn
0.796,0.727,Sharp-Right-Turn
0.797,0.727,Sharp-Right-Turn
0.797,0.727,Sharp-Right-Turn
0.796,0.727,Sharp-Right-Turn
0.796,0.727,Sharp-Right-Turn
0.795,0.727,Sharp-Right-Turn
0.795,0.726,Sharp-Right-Turn
0.798,0.726,Sharp-Right-Turn
0.797,0.725,Sharp-Right-Turn
0.796,0.725,Sharp-Right-Turn
0.792,0.727,Sharp-Right-Turn
0.791,0.739,Sharp-Right-Turn
0.789,0.728,Sharp-Right-Turn
0.788,0.727,Sharp-Right-Turn
0.787,0.723,Sharp-Right-Turn
0.786,0.722,Sharp-Right-Turn
0.785,0.721,Sharp-Right-Turn
0.784,0.721,Sharp-Right-Turn
0.783,0.724,Sharp-Right-Turn
0.783,0.727,Sharp-Right-Turn
0.783,0.733,Sharp-Right-Turn
0.785,1.152,Sharp-Right-Turn
0.896,0.73,Sharp-Right-Turn
0.835,0.733,Sharp-Right-Turn
0.784,0.736,Sharp-Right-Turn
0.783,0.754,Sharp-Right-Turn
0.786,0.827,Sharp-Right-Turn
0.785,0.757,Sharp-Right-Turn
0.792,0.785,Sharp-Right-Turn
0.809,0.779,Sharp-Right-Turn
0.819,0.772,Sharp-Right-Turn
1.564,0.75,Move-Forward
1.565,0.758,Move-Forward
1.566,0.761,Move-Forward
1.566,0.758,Move-Forward
1.564,0.776,Move-Forward
1.557,0.758,Move-Forward
1.557,0.758,Move-Forward
1.556,0.757,Move-Forward
1.555,0.757,Move-Forward
1.552,0.755,Move-Forward
1.545,0.753,Move-Forward
1.535,0.746,Move-Forward
1.524,0.742,Move-Forward
1.511,0.74,Move-Forward
1.496,0.735,Move-Forward
1.48,0.729,Move-Forward
1.463,0.724,Move-Forward
1.447,0.717,Move-Forward
1.429,0.71,Move-Forward
1.411,0.704,Move-Forward
1.392,0.7,Move-Forward
1.377,0.699,Move-Forward
1.355,0.689,Move-Forward
1.336,0.684,Move-Forward
1.318,0.677,Move-Forward
1.298,0.671,Move-Forward
1.278,0.665,Move-Forward
1.261,0.656,Move-Forward
1.241,0.65,Move-Forward
1.22,0.643,Move-Forward
1.196,0.633,Move-Forward
1.178,0.626,Move-Forward
1.154,0.619,Move-Forward
1.135,0.612,Move-Forward
1.115,0.605,Move-Forward
1.096,0.599,Move-Forward
1.078,0.593,Move-Forward
1.06,0.586,Move-Forward
1.042,0.58,Move-Forward
1.024,0.573,Move-Forward
0.775,0.567,Sharp-Right-Turn
0.763,0.561,Sharp-Right-Turn
0.71,0.555,Sharp-Right-Turn
0.698,0.548,Sharp-Right-Turn
0.68,0.545,Sharp-Right-Turn
0.667,0.539,Sharp-Right-Turn
0.901,0.533,Move-Forward
0.897,0.526,Sharp-Right-Turn
0.9,0.522,Sharp-Right-Turn
0.905,0.522,Move-Forward
0.905,0.522,Move-Forward
0.904,0.521,Move-Forward
0.578,0.521,Sharp-Right-Turn
0.901,0.521,Move-Forward
0.901,0.52,Move-Forward
0.576,0.519,Sharp-Right-Turn
0.574,0.516,Sharp-Right-Turn
0.573,0.513,Sharp-Right-Turn
0.571,0.51,Sharp-Right-Turn
0.862,0.507,Sharp-Right-Turn
0.853,0.503,Sharp-Right-Turn
0.842,0.501,Sharp-Right-Turn
0.835,0.499,Sharp-Right-Turn
0.833,0.497,Sharp-Right-Turn
0.834,0.497,Sharp-Right-Turn
0.835,0.496,Sharp-Right-Turn
0.835,0.495,Sharp-Right-Turn
0.836,0.495,Sharp-Right-Turn
0.837,0.494,Sharp-Right-Turn
0.838,0.493,Sharp-Right-Turn
0.84,0.492,Sharp-Right-Turn
0.841,0.49,Sharp-Right-Turn
0.843,0.489,Sharp-Right-Turn
0.84,0.488,Sharp-Right-Turn
0.84,0.486,Sharp-Right-Turn
0.587,0.484,Sharp-Right-Turn
0.845,0.481,Sharp-Right-Turn
0.846,0.479,Sharp-Right-Turn
0.845,0.477,Sharp-Right-Turn
0.845,0.474,Sharp-Right-Turn
0.845,0.473,Sharp-Right-Turn
0.844,0.471,Sharp-Right-Turn
0.844,0.469,Sharp-Right-Turn
0.84,0.468,Sharp-Right-Turn
0.836,0.464,Sharp-Right-Turn
0.838,0.461,Sharp-Right-Turn
0.84,0.459,Sharp-Right-Turn
0.839,0.456,Sharp-Right-Turn
0.839,0.454,Sharp-Right-Turn
0.839,0.451,Sharp-Right-Turn
0.839,0.449,Sharp-Right-Turn
0.842,0.448,Sharp-Right-Turn
0.833,0.446,Sharp-Right-Turn
0.84,0.451,Sharp-Right-Turn
0.827,0.446,Sharp-Right-Turn
0.833,0.445,Sharp-Right-Turn
0.832,0.443,Sharp-Right-Turn
0.831,0.443,Sharp-Right-Turn
0.83,0.442,Sharp-Right-Turn
0.829,0.445,Sharp-Right-Turn
0.828,0.458,Sharp-Right-Turn
0.828,0.483,Sharp-Right-Turn
0.83,0.523,Sharp-Right-Turn
0.867,0.452,Sharp-Right-Turn
0.844,0.453,Sharp-Right-Turn
0.832,0.474,Sharp-Right-Turn
0.829,0.521,Sharp-Right-Turn
0.828,0.85,Sharp-Right-Turn
0.831,0.473,Sharp-Right-Turn
0.834,0.465,Sharp-Right-Turn
0.85,0.463,Sharp-Right-Turn
3.3,0.468,Slight-Right-Turn
3.301,0.47,Slight-Right-Turn
3.302,0.479,Slight-Right-Turn
3.3,0.812,Move-Forward
3.3,0.808,Move-Forward
3.299,0.808,Move-Forward
3.298,0.811,Move-Forward
3.294,0.806,Move-Forward
3.287,0.803,Move-Forward
3.281,0.8,Move-Forward
3.272,0.795,Move-Forward
3.256,0.79,Move-Forward
3.238,0.784,Move-Forward
0.979,0.776,Move-Forward
3.21,0.572,Move-Forward
3.196,0.586,Move-Forward
3.174,0.754,Move-Forward
3.153,0.749,Move-Forward
3.137,0.738,Move-Forward
3.118,0.73,Move-Forward
3.099,0.722,Move-Forward
3.077,0.714,Move-Forward
3.061,0.707,Move-Forward
3.041,0.702,Move-Forward
3.022,0.692,Move-Forward
3.002,0.688,Move-Forward
2.983,0.68,Move-Forward
0.859,0.674,Sharp-Right-Turn
0.84,0.667,Sharp-Right-Turn
0.822,0.663,Sharp-Right-Turn
2.909,0.667,Move-Forward
2.892,0.652,Move-Forward
2.876,0.643,Move-Forward
2.861,0.638,Move-Forward
2.846,0.634,Move-Forward
2.833,0.627,Move-Forward
2.82,0.623,Move-Forward
2.808,0.62,Move-Forward
2.796,0.618,Move-Forward
2.783,0.615,Move-Forward
2.769,0.614,Move-Forward
2.754,0.609,Move-Forward
2.738,0.599,Move-Forward
2.722,0.597,Move-Forward
2.704,0.588,Move-Forward
2.686,0.583,Move-Forward
2.668,0.578,Move-Forward
2.65,0.573,Move-Forward
2.631,0.568,Move-Forward
2.612,0.563,Move-Forward
2.593,0.558,Move-Forward
2.573,0.553,Move-Forward
2.553,0.548,Move-Forward
2.533,0.543,Move-Forward
2.513,0.539,Move-Forward
2.493,0.534,Move-Forward
2.473,0.53,Move-Forward
2.453,0.525,Move-Forward
2.433,0.52,Move-Forward
2.411,0.516,Move-Forward
2.394,0.512,Move-Forward
2.371,0.508,Move-Forward
2.351,0.504,Move-Forward
2.332,0.501,Move-Forward
2.312,0.499,Move-Forward
2.292,0.5,Move-Forward
2.272,0.516,Move-Forward
2.253,0.51,Move-Forward
2.233,0.503,Move-Forward
2.212,0.502,Move-Forward
2.192,0.502,Move-Forward
2.172,0.504,Move-Forward
2.152,0.506,Move-Forward
2.132,0.602,Move-Forward
2.112,0.513,Move-Forward
2.093,0.591,Move-Forward
2.074,0.57,Move-Forward
1.972,0.566,Move-Forward
1.952,0.573,Move-Forward
1.874,1.496,Slight-Left-Turn
1.855,1.492,Slight-Left-Turn
1.836,1.488,Slight-Left-Turn
1.817,1.485,Slight-Left-Turn
1.797,1.481,Slight-Left-Turn
1.779,1.481,Slight-Left-Turn
1.76,1.474,Slight-Left-Turn
1.742,1.473,Slight-Left-Turn
1.724,1.466,Slight-Left-Turn
1.706,1.466,Slight-Left-Turn
1.688,1.462,Slight-Left-Turn
1.671,1.459,Slight-Left-Turn
1.659,1.456,Slight-Left-Turn
1.641,1.457,Slight-Left-Turn
1.626,1.477,Slight-Left-Turn
1.612,1.485,Slight-Left-Turn
1.598,1.449,Slight-Left-Turn
1.584,1.446,Slight-Left-Turn
1.57,1.444,Slight-Left-Turn
1.557,1.442,Slight-Left-Turn
1.545,1.439,Slight-Left-Turn
1.47,1.444,Slight-Left-Turn
1.44,2.738,Slight-Left-Turn
1.431,0.821,Move-Forward
1.424,0.828,Move-Forward
1.433,0.833,Move-Forward
1.436,0.84,Move-Forward
1.411,0.853,Move-Forward
1.395,0.988,Slight-Left-Turn
1.389,2.278,Slight-Left-Turn
1.382,2.283,Slight-Left-Turn
1.37,1.432,Slight-Left-Turn
1.357,1.746,Slight-Left-Turn
1.346,1.748,Slight-Left-Turn
1.335,1.754,Slight-Left-Turn
1.327,1.762,Slight-Left-Turn
1.318,1.774,Slight-Left-Turn
1.306,2.35,Slight-Left-Turn
1.292,2.359,Slight-Left-Turn
1.279,1.001,Slight-Left-Turn
1.267,2.373,Slight-Left-Turn
1.251,2.38,Slight-Left-Turn
1.238,2.387,Slight-Left-Turn
1.229,2.394,Slight-Left-Turn
1.216,2.401,Slight-Left-Turn
1.204,2.408,Slight-Left-Turn
1.191,2.415,Slight-Left-Turn
1.177,2.424,Slight-Left-Turn
1.163,2.429,Slight-Left-Turn
1.149,1.6,Slight-Left-Turn
1.132,1.601,Slight-Left-Turn
1.119,0.943,Slight-Left-Turn
1.105,0.94,Slight-Left-Turn
1.091,0.938,Slight-Left-Turn
1.08,0.938,Slight-Left-Turn
1.067,0.938,Slight-Left-Turn
1.053,0.939,Slight-Left-Turn
1.038,0.933,Slight-Left-Turn
1.019,0.933,Slight-Left-Turn
1.005,0.933,Slight-Left-Turn
0.991,0.933,Slight-Left-Turn
0.975,0.933,Slight-Left-Turn
0.961,0.935,Slight-Left-Turn
0.946,0.935,Slight-Left-Turn
0.935,0.937,Slight-Left-Turn
0.922,0.939,Slight-Left-Turn
0.908,2.468,Slight-Left-Turn
0.894,2.47,Sharp-Right-Turn
0.876,2.483,Sharp-Right-Turn
0.862,3.642,Sharp-Right-Turn
0.848,3.646,Sharp-Right-Turn
0.835,3.652,Sharp-Right-Turn
0.823,3.658,Sharp-Right-Turn
0.815,0.885,Sharp-Right-Turn
0.815,3.663,Sharp-Right-Turn
0.818,3.661,Sharp-Right-Turn
0.82,4.409,Sharp-Right-Turn
0.822,4.409,Sharp-Right-Turn
0.822,4.409,Sharp-Right-Turn
0.821,4.408,Sharp-Right-Turn
0.821,3.672,Sharp-Right-Turn
0.822,0.914,Sharp-Right-Turn
0.826,0.906,Sharp-Right-Turn
0.827,0.908,Sharp-Right-Turn
0.827,0.862,Sharp-Right-Turn
0.828,0.856,Sharp-Right-Turn
0.827,0.854,Sharp-Right-Turn
0.824,0.849,Sharp-Right-Turn
0.823,0.847,Sharp-Right-Turn
0.822,0.845,Sharp-Right-Turn
0.822,0.843,Sharp-Right-Turn
0.822,0.842,Sharp-Right-Turn
0.823,0.84,Sharp-Right-Turn
0.823,0.844,Sharp-Right-Turn
0.824,0.838,Sharp-Right-Turn
0.826,0.831,Sharp-Right-Turn
0.822,0.83,Sharp-Right-Turn
0.821,0.827,Sharp-Right-Turn
0.821,0.825,Sharp-Right-Turn
0.82,0.823,Sharp-Right-Turn
0.82,0.822,Sharp-Right-Turn
0.82,0.824,Sharp-Right-Turn
0.823,0.865,Sharp-Right-Turn
0.822,0.82,Sharp-Right-Turn
0.821,0.815,Sharp-Right-Turn
0.816,0.81,Sharp-Right-Turn
0.815,0.808,Sharp-Right-Turn
0.814,0.806,Sharp-Right-Turn
0.813,0.804,Sharp-Right-Turn
0.813,0.809,Sharp-Right-Turn
0.816,0.919,Sharp-Right-Turn
0.816,0.916,Sharp-Right-Turn
0.817,0.813,Sharp-Right-Turn
0.81,0.805,Sharp-Right-Turn
0.809,0.801,Sharp-Right-Turn
0.807,0.8,Sharp-Right-Turn
0.806,0.823,Sharp-Right-Turn
0.806,0.863,Sharp-Right-Turn
0.805,0.859,Sharp-Right-Turn
0.808,0.887,Sharp-Right-Turn
0.808,0.896,Sharp-Right-Turn
0.807,0.868,Sharp-Right-Turn
0.826,0.841,Sharp-Right-Turn
0.825,0.834,Sharp-Right-Turn
0.841,0.826,Sharp-Right-Turn
0.805,0.823,Sharp-Right-Turn
0.808,0.829,Sharp-Right-Turn
0.808,0.825,Sharp-Right-Turn
0.814,0.805,Sharp-Right-Turn
0.871,0.798,Sharp-Right-Turn
0.889,0.794,Sharp-Right-Turn
0.932,0.792,Move-Forward
0.934,0.792,Move-Forward
0.926,0.789,Move-Forward
1.213,0.783,Move-Forward
1.352,0.782,Move-Forward
1.349,0.782,Move-Forward
1.343,0.781,Move-Forward
1.335,0.781,Move-Forward
0.91,0.776,Move-Forward
0.897,0.768,Sharp-Right-Turn
1.297,0.766,Move-Forward
1.282,0.759,Move-Forward
1.265,0.753,Move-Forward
1.249,0.745,Move-Forward
1.233,0.738,Move-Forward
1.217,0.732,Move-Forward
1.201,0.725,Move-Forward
1.184,0.718,Move-Forward
1.168,0.712,Move-Forward
1.151,0.706,Move-Forward
1.133,0.699,Move-Forward
1.116,0.692,Move-Forward
1.098,0.686,Move-Forward
1.08,0.678,Move-Forward
1.062,0.672,Move-Forward
1.043,0.665,Move-Forward
1.024,0.657,Move-Forward
0.894,0.649,Sharp-Right-Turn
0.873,0.642,Sharp-Right-Turn
0.967,0.635,Move-Forward
0.854,0.628,Sharp-Right-Turn
