front,left,direction
1.581,1.387,Slight-Left-Turn
1.463,0.715,Move-Forward
1.458,0.709,Move-Forward
1.37,0.723,Move-Forward
1.367,0.724,Move-Forward
1.429,0.73,Move-Forward
1.417,0.798,Move-Forward
1.347,0.848,Move-Forward
1.332,2.171,Slight-Left-Turn
1.323,2.177,Slight-Left-Turn
1.312,2.185,Slight-Left-Turn
1.3,2.197,Slight-Left-Turn
1.284,2.208,Slight-Left-Turn
1.274,2.224,Slight-Left-Turn
1.261,2.233,Slight-Left-Turn
1.251,2.241,Slight-Left-Turn
1.242,2.252,Slight-Left-Turn
1.226,2.261,Slight-Left-Turn
1.213,2.267,Slight-Left-Turn
1.197,0.862,Move-Forward
1.182,2.282,Slight-Left-Turn
1.17,0.868,Move-Forward
1.158,2.295,Slight-Left-Turn
1.144,2.302,Slight-Left-Turn
1.133,0.819,Move-Forward
1.118,0.821,Move-Forward
1.103,0.824,Move-Forward
1.089,0.826,Move-Forward
1.074,0.828,Move-Forward
1.059,0.83,Move-Forward
1.042,0.828,Move-Forward
1.025,0.823,Move-Forward
1.007,0.797,Move-Forward
0.985,0.792,Move-Forward
0.967,0.795,Move-Forward
0.947,0.794,Move-Forward
0.928,0.797,Move-Forward
0.908,0.8,Move-Forward
0.889,0.804,Sharp-Right-Turn
0.869,0.808,Sharp-Right-Turn
0.849,0.812,Sharp-Right-Turn
0.83,0.813,Sharp-Right-Turn
0.811,0.817,Sharp-Right-Turn
0.793,0.822,Sharp-Right-Turn
0.78,0.824,Sharp-Right-Turn
0.778,0.825,Sharp-Right-Turn
0.784,0.823,Sharp-Right-Turn
0.785,0.819,Sharp-Right-Turn
0.786,0.819,Sharp-Right-Turn
0.786,0.818,Sharp-Right-Turn
0.786,0.817,Sharp-Right-Turn
0.785,0.817,Sharp-Right-Turn
0.785,0.816,Sharp-Right-Turn
0.785,0.816,Sharp-Right-Turn
0.785,0.815,Sharp-Right-Turn
0.785,0.814,Sharp-Right-Turn
0.784,0.813,Sharp-Right-Turn
0.78,0.812,Sharp-Right-Turn
0.78,0.811,Sharp-Right-Turn
0.779,0.81,Sharp-Right-Turn
0.779,0.808,Sharp-Right-Turn
0.778,0.807,Sharp-Right-Turn
0.777,0.805,Sharp-Right-Turn
0.78,0.808,Sharp-Right-Turn
0.779,0.813,Sharp-Right-Turn
0.779,0.825,Sharp-Right-Turn
0.779,0.817,Sharp-Right-Turn
0.778,0.812,Sharp-Right-Turn
0.776,0.808,Sharp-Right-Turn
0.771,0.803,Sharp-Right-Turn
0.77,0.803,Sharp-Right-Turn
0.769,0.802,Sharp-Right-Turn
0.768,0.828,Sharp-Right-Turn
0.767,0.878,Sharp-Right-Turn
0.769,0.863,Sharp-Right-Turn
0.769,0.871,Sharp-Right-Turn
0.769,0.82,Sharp-Right-Turn
0.778,0.8,Sharp-Right-Turn
0.803,0.792,Sharp-Right-Turn
0.774,0.789,Sharp-Right-Turn
0.767,0.788,Sharp-Right-Turn
0.766,0.782,Sharp-Right-Turn
0.769,0.791,Sharp-Right-Turn
0.776,0.767,Sharp-Right-Turn
0.831,0.761,Sharp-Right-Turn
0.792,0.758,Sharp-Right-Turn
0.854,0.755,Sharp-Right-Turn
0.894,0.755,Sharp-Right-Turn
1.182,0.752,Move-Forward
0.892,0.746,Sharp-Right-Turn
1.346,0.743,Move-Forward
1.349,0.741,Move-Forward
1.349,0.737,Move-Forward
1.348,0.737,Move-Forward
1.346,0.741,Move-Forward
1.342,0.737,Move-Forward
1.34,0.74,Move-Forward
1.339,0.736,Move-Forward
1.338,0.735,Move-Forward
1.341,0.738,Move-Forward
1.337,0.738,Move-Forward
1.34,0.738,Move-Forward
1.336,0.738,Move-Forward
1.332,0.741,Move-Forward
1.325,0.74,Move-Forward
1.316,0.732,Move-Forward
1.305,0.742,Move-Forward
1.292,0.726,Move-Forward
1.278,0.72,Move-Forward
1.265,0.714,Move-Forward
1.248,0.708,Move-Forward
1.231,0.705,Move-Forward
1.213,0.698,Move-Forward
1.195,0.692,Move-Forward
1.176,0.702,Move-Forward
1.157,0.681,Move-Forward
1.138,0.68,Move-Forward
1.119,0.682,Move-Forward
1.1,0.722,Move-Forward
0.943,0.654,Move-Forward
0.923,0.65,Move-Forward
0.899,0.641,Sharp-Right-Turn
0.881,0.669,Sharp-Right-Turn
0.864,0.627,Sharp-Right-Turn
0.847,0.623,Sharp-Right-Turn
0.83,0.619,Sharp-Right-Turn
0.816,0.613,Sharp-Right-Turn
0.803,0.601,Sharp-Right-Turn
0.818,0.589,Sharp-Right-Turn
0.917,0.586,Move-Forward
0.92,0.586,Move-Forward
0.921,0.586,Move-Forward
0.921,0.586,Move-Forward
0.919,0.586,Move-Forward
0.917,0.585,Move-Forward
0.915,0.584,Move-Forward
0.913,0.584,Move-Forward
0.912,0.584,Move-Forward
0.911,0.584,Move-Forward
0.91,0.583,Move-Forward
0.908,0.583,Move-Forward
0.907,0.582,Move-Forward
0.906,0.582,Move-Forward
0.904,0.581,Move-Forward
0.902,0.581,Move-Forward
0.9,0.581,Sharp-Right-Turn
0.899,0.581,Sharp-Right-Turn
0.898,0.58,Sharp-Right-Turn
0.897,0.58,Sharp-Right-Turn
0.896,0.579,Sharp-Right-Turn
0.895,0.579,Sharp-Right-Turn
0.895,0.578,Sharp-Right-Turn
0.895,0.578,Sharp-Right-Turn
0.896,0.577,Sharp-Right-Turn
0.896,0.576,Sharp-Right-Turn
0.896,0.575,Sharp-Right-Turn
0.896,0.574,Sharp-Right-Turn
0.897,0.572,Sharp-Right-Turn
0.897,0.57,Sharp-Right-Turn
0.898,0.569,Sharp-Right-Turn
0.899,0.567,Sharp-Right-Turn
0.9,0.566,Sharp-Right-Turn
0.899,0.564,Sharp-Right-Turn
0.898,0.563,Sharp-Right-Turn
0.897,0.56,Sharp-Right-Turn
0.897,0.557,Sharp-Right-Turn
0.896,0.555,Sharp-Right-Turn
0.896,0.553,Sharp-Right-Turn
0.896,0.551,Sharp-Right-Turn
0.896,0.549,Sharp-Right-Turn
0.896,0.548,Sharp-Right-Turn
0.895,0.546,Sharp-Right-Turn
0.894,0.544,Sharp-Right-Turn
0.893,0.541,Sharp-Right-Turn
0.892,0.538,Sharp-Right-Turn
0.891,0.535,Sharp-Right-Turn
0.891,0.533,Sharp-Right-Turn
0.891,0.532,Sharp-Right-Turn
0.894,0.53,Sharp-Right-Turn
0.894,0.529,Sharp-Right-Turn
0.892,0.53,Sharp-Right-Turn
0.887,0.524,Sharp-Right-Turn
0.886,0.526,Sharp-Right-Turn
0.884,0.532,Sharp-Right-Turn
0.882,0.531,Sharp-Right-Turn
0.881,0.527,Sharp-Right-Turn
0.88,0.527,Sharp-Right-Turn
0.88,0.526,Sharp-Right-Turn
0.879,0.526,Sharp-Right-Turn
0.882,0.535,Sharp-Right-Turn
0.881,0.914,Sharp-Right-Turn
1.325,0.907,Slight-Left-Turn
1.761,0.902,Slight-Left-Turn
0.88,0.708,Sharp-Right-Turn
0.879,0.699,Sharp-Right-Turn
0.878,0.696,Sharp-Right-Turn
0.878,0.697,Sharp-Right-Turn
0.878,0.7,Sharp-Right-Turn
0.878,0.695,Sharp-Right-Turn
0.878,0.694,Sharp-Right-Turn
0.881,0.693,Sharp-Right-Turn
0.881,0.692,Sharp-Right-Turn
0.887,0.691,Sharp-Right-Turn
0.888,0.69,Sharp-Right-Turn
0.891,0.692,Sharp-Right-Turn
0.904,0.711,Move-Forward
1.744,0.541,Move-Forward
1.75,0.542,Move-Forward
1.753,0.867,Move-Forward
1.751,0.867,Move-Forward
1.745,0.551,Move-Forward
1.741,0.863,Move-Forward
1.732,0.567,Move-Forward
1.721,0.571,Move-Forward
1.707,0.583,Move-Forward
0.96,0.842,Move-Forward
1.677,0.835,Move-Forward
0.975,0.827,Move-Forward
1.642,0.819,Move-Forward
1.627,0.811,Move-Forward
0.948,0.802,Move-Forward
0.887,0.794,Sharp-Right-Turn
0.923,0.714,Move-Forward
0.866,0.774,Sharp-Right-Turn
0.873,0.768,Sharp-Right-Turn
0.851,0.759,Sharp-Right-Turn
0.837,0.751,Sharp-Right-Turn
0.824,0.742,Sharp-Right-Turn
0.817,0.735,Sharp-Right-Turn
1.459,0.725,Move-Forward
0.863,0.722,Sharp-Right-Turn
1.462,0.722,Move-Forward
1.462,0.723,Move-Forward
1.46,0.722,Move-Forward
1.459,0.721,Move-Forward
1.458,0.721,Move-Forward
1.457,0.72,Move-Forward
1.456,0.719,Move-Forward
1.454,0.719,Move-Forward
1.453,0.719,Move-Forward
0.921,0.718,Move-Forward
0.92,0.718,Move-Forward
0.914,0.717,Move-Forward
0.912,0.716,Move-Forward
0.913,0.714,Move-Forward
1.436,0.711,Move-Forward
1.428,0.707,Move-Forward
1.417,0.702,Move-Forward
1.407,0.697,Move-Forward
1.392,0.691,Move-Forward
1.376,0.685,Move-Forward
1.359,0.678,Move-Forward
1.341,0.67,Move-Forward
1.325,0.663,Move-Forward
0.819,0.656,Sharp-Right-Turn
1.284,0.649,Move-Forward
1.264,0.641,Move-Forward
1.247,0.633,Move-Forward
1.225,0.625,Move-Forward
1.205,0.617,Move-Forward
1.187,0.61,Move-Forward
1.166,0.602,Move-Forward
1.149,0.595,Move-Forward
1.132,0.589,Move-Forward
1.115,0.582,Move-Forward
1.098,0.575,Move-Forward
1.078,0.568,Move-Forward
1.064,0.562,Move-Forward
0.733,0.555,Sharp-Right-Turn
0.715,0.55,Sharp-Right-Turn
1.01,0.543,Move-Forward
0.992,0.54,Move-Forward
0.689,0.53,Sharp-Right-Turn
0.712,0.524,Sharp-Right-Turn
0.692,0.516,Sharp-Right-Turn
0.676,0.512,Sharp-Right-Turn
0.651,0.515,Sharp-Right-Turn
0.693,0.498,Sharp-Right-Turn
0.712,0.496,Sharp-Right-Turn
0.91,0.495,Move-Forward
0.907,0.495,Move-Forward
0.906,0.494,Slight-Right-Turn
0.905,0.494,Slight-Right-Turn
0.904,0.493,Slight-Right-Turn
0.9,0.491,Sharp-Right-Turn
0.772,0.488,Sharp-Right-Turn
0.766,0.486,Sharp-Right-Turn
0.885,0.484,Sharp-Right-Turn
0.878,0.482,Sharp-Right-Turn
0.874,0.48,Sharp-Right-Turn
0.866,0.478,Sharp-Right-Turn
0.863,0.477,Sharp-Right-Turn
0.86,0.476,Sharp-Right-Turn
0.86,0.475,Sharp-Right-Turn
0.859,0.474,Sharp-Right-Turn
0.857,0.473,Sharp-Right-Turn
0.856,0.472,Sharp-Right-Turn
0.855,0.472,Sharp-Right-Turn
0.852,0.471,Sharp-Right-Turn
0.851,0.471,Sharp-Right-Turn
0.848,0.469,Sharp-Right-Turn
0.85,0.468,Sharp-Right-Turn
0.846,0.466,Sharp-Right-Turn
0.848,0.464,Sharp-Right-Turn
0.851,0.461,Sharp-Right-Turn
0.85,0.459,Sharp-Right-Turn
0.853,0.457,Sharp-Right-Turn
1.493,0.455,Slight-Right-Turn
1.492,0.453,Slight-Right-Turn
1.2,0.451,Slight-Right-Turn
1.199,0.449,Slight-Right-Turn
1.197,0.448,Slight-Right-Turn
1.196,0.448,Slight-Right-Turn
1.195,0.448,Slight-Right-Turn
1.195,0.448,Slight-Right-Turn
1.196,0.448,Slight-Right-Turn
1.195,0.448,Slight-Right-Turn
1.195,0.448,Slight-Right-Turn
1.194,0.448,Slight-Right-Turn
1.193,0.449,Slight-Right-Turn
1.191,0.449,Slight-Right-Turn
1.191,0.45,Slight-Right-Turn
1.19,0.451,Slight-Right-Turn
1.57,0.453,Slight-Right-Turn
1.206,0.454,Slight-Right-Turn
1.558,0.455,Slight-Right-Turn
1.549,0.456,Slight-Right-Turn
1.54,0.457,Slight-Right-Turn
1.534,0.459,Slight-Right-Turn
1.553,0.461,Slight-Right-Turn
1.54,0.463,Slight-Right-Turn
1.504,0.466,Slight-Right-Turn
1.493,0.468,Slight-Right-Turn
1.476,0.471,Slight-Right-Turn
1.467,0.474,Slight-Right-Turn
1.488,0.476,Slight-Right-Turn
1.463,0.479,Slight-Right-Turn
1.468,0.482,Slight-Right-Turn
1.459,0.485,Slight-Right-Turn
1.424,0.488,Slight-Right-Turn
1.414,0.491,Slight-Right-Turn
1.428,0.494,Slight-Right-Turn
1.418,0.498,Move-Forward
1.38,0.502,Move-Forward
1.37,0.505,Move-Forward
1.36,0.509,Move-Forward
1.347,0.513,Move-Forward
1.338,0.519,Move-Forward
1.325,0.525,Move-Forward
1.31,0.532,Move-Forward
1.295,0.54,Move-Forward
1.279,0.548,Move-Forward
1.297,0.556,Move-Forward
1.284,0.564,Move-Forward
1.27,0.574,Move-Forward
1.257,0.582,Move-Forward
1.374,0.591,Move-Forward
1.364,0.601,Move-Forward
1.351,0.61,Move-Forward
1.341,0.619,Move-Forward
1.329,0.628,Move-Forward
1.319,0.638,Move-Forward
1.31,0.647,Move-Forward
1.301,0.657,Move-Forward
1.292,0.666,Move-Forward
1.511,0.676,Move-Forward
1.495,0.685,Move-Forward
1.476,0.698,Move-Forward
1.451,0.705,Move-Forward
1.434,0.715,Move-Forward
1.419,0.724,Move-Forward
0.94,0.727,Move-Forward
0.917,0.73,Move-Forward
0.897,0.736,Sharp-Right-Turn
0.878,0.743,Sharp-Right-Turn
0.862,0.75,Sharp-Right-Turn
0.846,0.757,Sharp-Right-Turn
0.831,0.765,Sharp-Right-Turn
0.816,0.769,Sharp-Right-Turn
0.804,0.779,Sharp-Right-Turn
0.795,0.783,Sharp-Right-Turn
0.794,0.782,Sharp-Right-Turn
0.799,0.78,Sharp-Right-Turn
0.799,0.78,Sharp-Right-Turn
0.799,0.783,Sharp-Right-Turn
0.799,0.782,Sharp-Right-Turn
0.803,0.786,Sharp-Right-Turn
1.257,0.785,Move-Forward
1.257,0.788,Move-Forward
1.264,0.811,Move-Forward
1.273,0.807,Move-Forward
1.415,0.812,Move-Forward
1.275,0.817,Move-Forward
1.273,0.82,Move-Forward
1.4,0.828,Move-Forward
1.389,0.802,Move-Forward
1.223,0.806,Move-Forward
1.362,0.814,Move-Forward
1.19,0.827,Move-Forward
1.172,0.837,Move-Forward
1.156,0.85,Move-Forward
1.137,0.868,Move-Forward
1.122,0.875,Move-Forward
1.106,0.9,Move-Forward
1.086,0.899,Move-Forward
1.07,0.904,Slight-Left-Turn
1.052,0.904,Slight-Left-Turn
1.036,0.908,Slight-Left-Turn
1.018,0.908,Slight-Left-Turn
1.001,0.906,Slight-Left-Turn
0.983,0.91,Slight-Left-Turn
0.967,0.946,Slight-Left-Turn
0.954,0.988,Slight-Left-Turn
0.938,0.911,Slight-Left-Turn
0.922,0.909,Slight-Left-Turn
0.907,0.911,Slight-Left-Turn
0.892,0.912,Sharp-Right-Turn
0.878,0.914,Sharp-Right-Turn
0.861,0.919,Sharp-Right-Turn
0.849,0.918,Sharp-Right-Turn
0.837,0.92,Sharp-Right-Turn
0.827,0.922,Sharp-Right-Turn
0.825,0.921,Sharp-Right-Turn
0.827,0.916,Sharp-Right-Turn
0.829,0.914,Sharp-Right-Turn
0.829,0.914,Sharp-Right-Turn
0.829,0.914,Sharp-Right-Turn
0.829,0.914,Sharp-Right-Turn
0.828,0.913,Sharp-Right-Turn
0.831,0.912,Sharp-Right-Turn
0.831,0.911,Sharp-Right-Turn
0.826,0.897,Sharp-Right-Turn
0.825,0.897,Sharp-Right-Turn
0.823,0.893,Sharp-Right-Turn
0.821,0.888,Sharp-Right-Turn
0.82,1.001,Sharp-Right-Turn
0.819,0.904,Sharp-Right-Turn
0.817,0.897,Sharp-Right-Turn
0.816,0.499,Sharp-Right-Turn
0.816,0.489,Sharp-Right-Turn
0.815,0.484,Sharp-Right-Turn
0.817,0.482,Sharp-Right-Turn
0.858,0.483,Sharp-Right-Turn
0.86,0.502,Sharp-Right-Turn
0.818,0.837,Sharp-Right-Turn
0.817,0.833,Sharp-Right-Turn
0.817,0.482,Sharp-Right-Turn
0.82,0.472,Sharp-Right-Turn
0.827,0.469,Sharp-Right-Turn
0.844,0.467,Sharp-Right-Turn
0.917,0.468,Slight-Right-Turn
0.916,0.802,Move-Forward
0.925,0.799,Move-Forward
1.713,0.796,Move-Forward
1.713,0.795,Move-Forward
1.711,0.795,Move-Forward
1.705,0.795,Move-Forward
1.699,0.793,Move-Forward
1.689,0.789,Move-Forward
1.681,0.785,Move-Forward
1.668,0.481,Slight-Right-Turn
1.653,0.476,Slight-Right-Turn
1.636,0.478,Slight-Right-Turn
1.616,0.484,Slight-Right-Turn
1.603,0.487,Slight-Right-Turn
1.586,0.497,Move-Forward
1.571,0.507,Move-Forward
1.556,0.736,Move-Forward
1.552,0.731,Move-Forward
1.555,0.726,Move-Forward
2.482,0.72,Move-Forward
2.468,0.714,Move-Forward
2.453,0.709,Move-Forward
2.437,0.577,Move-Forward
2.421,0.571,Move-Forward
2.404,0.58,Move-Forward
2.386,0.598,Move-Forward
2.371,0.604,Move-Forward
2.352,0.616,Move-Forward
2.334,0.629,Move-Forward
2.315,0.642,Move-Forward
2.296,0.648,Move-Forward
2.277,0.641,Move-Forward
2.258,0.634,Move-Forward
2.24,0.626,Move-Forward
2.221,0.621,Move-Forward
2.002,0.616,Move-Forward
1.985,0.606,Move-Forward
1.965,0.601,Move-Forward
1.944,0.591,Move-Forward
1.924,0.585,Move-Forward
1.9,0.58,Move-Forward
1.88,0.571,Move-Forward
1.098,0.565,Move-Forward
1.076,0.558,Move-Forward
1.054,0.552,Move-Forward
1.032,0.545,Move-Forward
1.007,0.539,Move-Forward
0.991,0.534,Move-Forward
0.969,0.528,Move-Forward
0.95,0.518,Move-Forward
0.932,0.514,Move-Forward
0.913,0.505,Move-Forward
0.896,0.501,Sharp-Right-Turn
0.878,0.495,Sharp-Right-Turn
0.861,0.488,Sharp-Right-Turn
0.843,0.481,Sharp-Right-Turn
0.826,0.475,Sharp-Right-Turn
0.81,0.472,Sharp-Right-Turn
1.553,0.466,Slight-Right-Turn
1.542,0.458,Slight-Right-Turn
1.543,0.453,Slight-Right-Turn
1.545,0.453,Slight-Right-Turn
1.544,0.453,Slight-Right-Turn
1.542,0.453,Slight-Right-Turn
1.541,0.452,Slight-Right-Turn
1.541,0.452,Slight-Right-Turn
1.54,0.452,Slight-Right-Turn
1.541,0.452,Slight-Right-Turn
1.541,0.452,Slight-Right-Turn
1.54,0.452,Slight-Right-Turn
1.54,0.452,Slight-Right-Turn
1.54,0.452,Slight-Right-Turn
1.539,0.451,Slight-Right-Turn
1.537,0.451,Slight-Right-Turn
0.504,0.449,Sharp-Right-Turn
0.503,0.447,Sharp-Right-Turn
0.501,0.445,Sharp-Right-Turn
0.5,0.442,Sharp-Right-Turn
0.495,0.439,Sharp-Right-Turn
0.497,0.437,Sharp-Right-Turn
0.496,0.435,Sharp-Right-Turn
0.496,0.433,Sharp-Right-Turn
0.747,0.432,Sharp-Right-Turn
0.744,0.432,Sharp-Right-Turn
0.745,0.432,Sharp-Right-Turn
0.742,0.431,Sharp-Right-Turn
0.742,0.431,Sharp-Right-Turn
0.742,0.427,Sharp-Right-Turn
0.741,0.426,Sharp-Right-Turn
0.741,0.425,Sharp-Right-Turn
0.738,0.427,Sharp-Right-Turn
0.738,0.426,Sharp-Right-Turn
0.738,0.426,Sharp-Right-Turn
0.741,0.426,Sharp-Right-Turn
0.74,0.425,Sharp-Right-Turn
0.743,0.424,Sharp-Right-Turn
1.493,0.423,Slight-Right-Turn
1.496,0.422,Slight-Right-Turn
1.732,0.42,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.732,0.418,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.731,0.418,Slight-Right-Turn
1.729,0.418,Slight-Right-Turn
1.726,0.418,Slight-Right-Turn
1.721,0.417,Slight-Right-Turn
1.714,0.417,Slight-Right-Turn
1.707,0.416,Slight-Right-Turn
1.698,0.416,Slight-Right-Turn
1.689,0.416,Slight-Right-Turn
1.679,0.416,Slight-Right-Turn
1.668,0.416,Slight-Right-Turn
1.657,0.416,Slight-Right-Turn
1.647,0.416,Slight-Right-Turn
1.636,0.417,Slight-Right-Turn
1.411,0.418,Slight-Right-Turn
1.615,0.42,Slight-Right-Turn
1.604,0.421,Slight-Right-Turn
1.594,0.422,Slight-Right-Turn
1.584,0.423,Slight-Right-Turn
1.36,0.425,Slight-Right-Turn
1.348,0.426,Slight-Right-Turn
1.34,0.428,Slight-Right-Turn
1.331,0.429,Slight-Right-Turn
1.323,0.431,Slight-Right-Turn
1.314,0.433,Slight-Right-Turn
1.305,0.435,Slight-Right-Turn
1.298,0.437,Slight-Right-Turn
1.289,0.439,Slight-Right-Turn
1.285,0.441,Slight-Right-Turn
1.473,0.443,Slight-Right-Turn
1.463,0.445,Slight-Right-Turn
1.452,0.447,Slight-Right-Turn
1.442,0.449,Slight-Right-Turn
1.432,0.451,Slight-Right-Turn
1.422,0.453,Slight-Right-Turn
1.411,0.455,Slight-Right-Turn
1.401,0.458,Slight-Right-Turn
1.391,0.46,Slight-Right-Turn
1.381,0.462,Slight-Right-Turn
1.371,0.465,Slight-Right-Turn
1.362,0.467,Slight-Right-Turn
1.352,0.469,Slight-Right-Turn
1.343,0.472,Slight-Right-Turn
1.333,0.474,Slight-Right-Turn
1.324,0.477,Slight-Right-Turn
1.314,0.48,Slight-Right-Turn
1.305,0.483,Slight-Right-Turn
1.295,0.486,Slight-Right-Turn
1.286,0.489,Slight-Right-Turn
1.277,0.493,Slight-Right-Turn
1.271,0.497,Move-Forward
1.259,0.5,Move-Forward
1.25,0.503,Move-Forward
1.245,0.507,Move-Forward
1.236,0.511,Move-Forward
1.225,0.516,Move-Forward
1.213,0.522,Move-Forward
1.199,0.528,Move-Forward
1.185,0.536,Move-Forward
1.17,0.543,Move-Forward
1.154,0.551,Move-Forward
1.138,0.564,Move-Forward
1.121,0.573,Move-Forward
1.101,0.579,Move-Forward
1.084,0.592,Move-Forward
1.066,0.604,Move-Forward
1.049,0.715,Move-Forward
1.031,0.634,Move-Forward
1.027,0.638,Move-Forward
0.998,0.668,Move-Forward
0.982,0.657,Move-Forward
0.962,0.669,Move-Forward
