Coupon,YTM,CurrentYield,RatingNum
5.25,4.016,4.1296,10
7.59,7.194,7.6767,6
5.62,3.667,4.6554,9
6.94,5.944,7.2044,6
4.72,3.463,4.2465,9
9.69,4.633,6.5103,11
3.96,3.218,3.5184,9
6.68,5.218,6.0949,8
1.01,0.961,0.9845,11
5.95,5.294,5.5205,8
5.39,1.96,4.884,11
7.99,5.23,7.6415,6
10.71,6.842,10.4386,6
3.23,2.954,3.0314,10
9.4,4.855,7.6398,7
6.4,4.702,4.9836,11
7.04,4.177,5.6765,11
7.47,4.756,5.0463,9
1.53,1.439,1.4826,10
5,3.704,5.0035,7
6.39,4.915,5.5536,8
9.22,6.605,12.7665,6
7.42,4.539,5.518,8
7.41,4.894,7.3614,6
7.62,5.053,6.8785,7
3.22,2.964,3.0664,8
6.13,4.607,6.9525,9
5.87,3.758,4.7747,11
6.33,5.207,6.7419,9
6.1,4.105,5.3141,8
4.85,3.423,4.3455,9
3.97,3.519,3.7414,11
4.31,3.72,3.9361,9
7.22,4.875,6.5039,8
1.41,1.344,1.3892,11
6.7,6.001,7.0128,9
7.08,4.11,5.2911,9
5.54,3.463,4.4003,10
5.59,4.298,6.0701,9
5.23,3.74,4.433,9
9.62,6.792,7.1344,8
5.47,4.169,5.6596,9
5.11,3.363,4.11,11
5.35,4.358,5.9984,9
5.78,4.897,5.0831,9
1.7,0.925,1.6463,11
7.24,5.348,7.5393,6
6.27,4.24,4.3238,11
6.63,6.354,7.3227,6
7.65,4.141,6.5682,8
5.2,3.803,4.2658,11
11.15,5.711,10.2219,6
7.65,4.238,6.6853,8
10.21,5.516,9.5986,6
4.22,3.559,4.2036,8
4.79,3.282,4.0569,11
7.42,5.085,7.0802,6
3.67,0.499,3.3919,11
6.31,5.67,7.8954,6
6.75,5.285,5.6727,9
6.81,4.024,5.9305,8
10.37,6.091,9.6862,6
5.65,4.771,5.0609,8
5.07,3.784,5.0278,9
7.83,6.885,9.4737,5
3.13,2.882,2.937,11
6.31,3.774,4.5954,9
4.41,3.296,3.8711,11
1.65,1.459,1.6023,11
6.38,4.868,7.1645,6
1.73,1.666,1.6981,11
5.23,3.839,4.7719,10
5.54,6.913,9.1044,5
3.41,2.847,3.1633,11
3.57,2.923,3.4186,11
4.35,3.729,4.4799,9
4.78,4.115,5.0422,7
7.53,4.675,6.7887,7
9.75,6.749,7.1612,8
13.65,6.852,13.6842,6
0.83,0.773,0.8061,11
7.07,6.686,13.0877,4
8.27,5.771,7.8538,7
1.34,1.175,1.2929,11
2.91,2.593,2.7772,11
1.32,1.237,1.2854,11
6.98,5.054,5.1263,9
7.15,4.53,6.0084,9
0.93,0.678,0.896,11
4.55,4.023,4.5215,9
5.65,3.732,4.3809,9
7.58,4.631,6.4919,8
2.66,2.195,2.4355,11
10.06,5.406,8.6987,6
3.5,2.879,3.4093,11
5.55,4.46,4.7038,9
2.07,1.884,2.0158,10
7.81,4.356,7.173,7
10.1,6.558,9.5077,6
6.88,4.53,6.3288,8
3.22,2.665,2.984,10
2.92,2.537,2.7469,8
8.07,4.765,6.2939,8
5.42,4.415,5.2387,10
6.82,4.674,5.9017,8
7.01,4.861,7.4638,6
3.81,3.098,3.6438,10
6.46,4.635,6.247,7
6.96,5.241,5.5002,8
5.95,4.912,5.1302,8
5.23,1.179,4.8336,8
6.51,5.728,6.2035,7
6.27,4.307,5.4899,10
6.95,5.106,5.6855,8
6.07,5.024,5.85,8
5.36,3.96,5.3956,9
5.07,5.195,5.273,9
5.2,3.395,4.7658,8
5.66,4.361,4.776,8
2.08,0.905,1.9798,10
5.68,3.658,4.5458,9
8.55,4.589,6.2123,8
3.97,2.996,3.5377,11
7.34,6.395,7.0856,9
6.3,4.225,4.9798,10
8.22,5.03,8.1177,6
9.93,6.148,10.1069,6
9.85,9.232,14.6927,5
3.67,2.975,3.518,9
1.71,1.585,1.6681,9
0.44,0.412,0.4313,11
6.82,5.717,6.4002,7
7.58,4.005,6.8997,8
5.58,3.796,5.0502,8
5.11,3.912,4.8226,8
4.38,3.205,3.8799,9
8.6,4.601,6.7156,8
3.94,0.815,3.6788,9
3.6,3.259,3.5531,9
7.32,4.967,7.9826,6
5.01,3.46,4.4985,9
3.23,2.818,3.2433,10
5.08,4.938,4.959,7
5.06,3.674,4.4343,8
3.45,2.806,3.2538,10
4.69,3.306,3.7448,11
5.08,4.67,4.8353,8
6.55,4.696,5.3887,8
10.04,6.624,8.9149,6
6.9,5.183,6.9902,7
4.29,3.293,3.8113,11
4.71,4.334,4.7929,9
5.97,5.234,5.3881,10
5.04,2.648,4.5557,10
6.04,4.559,5.1997,8
5.44,3.863,4.5546,9
11.87,7.047,10.9593,6
5.46,3.899,4.566,9
7.82,4.721,7.2548,6
7.34,5.684,5.8565,8
7.93,5.178,7.5726,6
6.33,4.144,5.4084,8
2.56,2.151,2.4261,11
5.08,3.911,4.8969,8
1.14,1.081,1.1068,11
1.44,1.37,1.4,11
8.6,5.577,9.1005,6
5.97,4.727,5.6609,7
5.64,3.062,5.1096,9
4.6,3.218,4.1027,11
4.57,4.045,4.2887,10
4.33,3.376,3.8845,11
9.63,5.345,9.2757,6
4.87,3.377,4.0428,11
5.23,2.794,4.7832,8
5.77,4.727,4.7423,9
10.07,14.692,15.9008,5
5.71,7.115,8.9386,7
7.45,4.11,5.7215,8
5.92,4.171,5.7988,9
4.11,1.777,3.801,11
5.96,5.121,6.2461,9
1.23,1.068,1.1871,11
5.53,3.631,4.6156,9
5.91,4.113,4.9234,8
9.77,7.209,20.7475,5
6.46,4.51,5.8031,9
7.8,5.493,7.7412,6
4.5,3.372,4.2056,11
6.47,4.132,5.5148,9
8.46,4.545,6.065,10
6.77,4.45,6.5209,7
4.86,3.365,4.1253,9
4.45,3.225,3.8793,9
9.34,6.77,8.4871,6
7.05,4.135,5.7331,8
7.22,7.176,7.3598,6
5.08,3.785,5.0317,9
7.66,2.669,7.5617,5
6.41,4.601,6.567,9
9.28,4.766,7.3657,7
2.22,1.362,2.2026,7
5.49,4.383,4.9855,8
0.37,0.32,0.3636,11
8.2,5.873,8.1148,6
9.45,4.504,6.5835,11
1.27,1.198,1.2458,11
8.36,4.098,5.2572,11
5.15,2.125,4.6908,11
4.88,3.69,4.9523,8
7.3,4.726,7.2637,7
5.01,3.951,5.3326,9
6.89,4.642,5.7836,9
2.16,1.943,2.0489,11
8.36,5.078,8.141,6
7.1,5.28,6.2754,9
0.8,0.771,0.7886,11
6.87,4.013,5.4188,9
1.28,1.224,1.2581,11
4.84,3.691,4.8126,9
5.83,4.198,5.3164,10
6.34,3.653,4.5862,9
3.04,2.668,2.8712,10
1.17,1.041,1.1388,11
7.67,4.794,7.425,6
6.64,4.252,4.3979,11
8.46,6.51,8.025,7
6.13,4.624,6.9517,6
6.24,5.292,6.7039,9
5.71,4.212,5.1367,8
1.19,0.732,1.1537,11
6.71,4.193,5.8865,8
2.76,2.341,2.5153,10
2.22,2.09,2.1095,11
5.54,3.742,4.727,9
7.57,6.629,7.2551,6
4.35,3.112,3.8048,11
9.74,6.263,9.5518,6
7.1,5.235,6.2899,7
9.81,5.621,8.1222,8
5.58,3.829,4.5592,9
5.56,3.571,4.5247,9
2.1,1.95,1.9548,11
3.98,3.111,3.6494,8
5.24,4.001,5.0182,10
7.59,5.115,8.1298,6
6.81,4.391,5.9388,8
5.08,3.634,4.7037,10
4.49,3.728,3.8993,9
5.57,3.799,5.0253,10
7.71,5.95,6.1429,8
6.32,3.951,5.0463,9
6.97,5.681,6.8969,7
6.83,4.194,5.9093,8
6.03,4.015,5.4625,9
8.54,4.885,7.7411,7
4.27,3.174,3.9035,8
3.41,2.671,3.0671,9
5.4,3.741,4.4854,11
1.32,1.104,1.2991,9
6.21,2.019,5.6599,8
8.01,5.754,8.0156,6
6.86,4.067,5.4801,8
4.97,3.894,4.5157,9
4.18,1.705,3.8924,9
6.01,5.063,5.5178,8
6.03,5.05,7.3367,8
5.06,4.108,4.7215,11
6.63,5.147,5.9159,9
3.9,3.121,3.7941,8
7.78,4.706,6.5687,7
5.31,3.654,4.5871,8
7.31,4.007,6.265,9
6.51,3.954,5.3722,8
11.22,8.889,10.5086,5
9.71,5.906,7.9885,7
7.09,3.797,5.0506,9
2.49,2.127,2.3341,11
3.13,2.57,2.8684,10
5.69,3.958,5.3877,9
6.8,3.671,4.7327,9
5.05,3.805,4.2466,11
5.41,3.5,4.4472,11
3.71,2.957,3.4641,8
3.97,3.08,3.616,9
0.92,0.879,0.8931,11
6.44,4.87,6.31,9
13.46,10.553,11.3214,6
6.36,4.118,5.8785,9
5.97,5.042,5.7659,7
5.43,4.511,5.0203,9
6.37,4.384,5.6743,8
6.79,4.976,6.447,7
5.93,5.455,5.778,9
3.68,3.019,3.6479,8
5.01,1.772,4.5307,11
2.3,2.001,2.1828,11
5.67,3.917,5.1942,8
7.94,6.708,6.7528,8
7.47,5.012,7.7193,7
4.89,3.779,4.0046,11
6.8,5.831,6.1706,7
5.45,4.788,5.1737,8
1.31,1.259,1.2922,11
5.75,3.665,4.7564,9
4.72,3.538,4.8124,9
7.9,4.643,6.8642,8
7.77,6.847,8.4899,8
5.43,4.035,4.5171,9
7.94,6.077,6.3368,8
6.1,5.879,6.3874,9
5.66,4.093,5.4702,8
5.96,4.65,5.6078,9
3,2.525,2.8193,10
5.42,3.926,5.1836,9
10.66,5.6,9.8979,5
2.99,2.529,2.8814,11
2.91,2.346,2.6675,11
6.52,3.98,5.1635,9
4.55,3.215,4.1043,11
3.44,3.179,3.3385,11
4.26,2.958,3.889,10
5.16,3.774,4.9138,11
8.94,6.47,14.2994,5
4.92,4.45,4.5964,11
6.03,3.868,5.1911,8
4.24,3.446,3.825,10
4.63,3.467,3.9828,9
6.06,5.633,7.2644,8
6.88,5.161,7.1689,5
7.7,4.318,6.1649,8
6.82,4.819,5.4556,8
5.56,3.885,5.493,9
4.23,3.336,3.947,11
1.58,1.52,1.5585,11
5.34,4.006,5.1066,10
5.93,4.582,6.842,8
6.04,3.713,4.8725,10
6.76,4.007,5.1493,9
5.47,3.174,4.9682,11
6.84,4.431,6.4389,7
5.46,2.578,5.0551,10
7.06,4.584,6.8784,6
5.93,3.74,4.8638,9
6.96,4.553,6.8249,6
8.97,5.849,9.9193,6
6.88,5.313,5.8975,10
7.59,6.159,7.9853,6
7.45,4.429,6.3938,9
5.84,4.021,4.3359,11
4.81,3.381,4.2104,9
2.79,2.419,2.7504,9
2.34,2.168,2.214,10
7.72,6.256,7.4705,7
3.94,3.069,3.5724,9
5.22,2.434,4.7184,11
6.86,3.822,5.086,8
5.4,4.328,4.5612,10
5.71,4.587,6.8886,8
5.03,3.619,4.2429,11
1.8,0.786,1.7117,11
2.53,2.329,2.3933,11
5.09,4.666,4.6882,9
3.99,2.792,3.6171,10
6.16,4.244,4.9734,8
4.79,3.884,4.0501,11
3.04,2.508,2.7574,10
4.31,3.719,3.7277,11
4.87,3.885,4.1405,11
3.89,2.741,3.5309,10
6.35,4.245,5.0413,9
7.71,4.179,6.7166,8
2.58,2.391,2.4448,10
3.23,2.541,3.003,10
7.39,6.006,7.0307,7
6,4.348,4.7345,9
5.25,4.261,5.0971,7
2.49,2.202,2.4445,11
9.91,8.638,8.9384,6
1.09,1.017,1.07,11
6.65,5.657,6.8038,7
4.15,3.543,3.8091,9
6.97,4.157,5.6621,9
5.81,5.446,5.6,9
4.91,3.212,4.4171,11
9.41,6.149,8.2609,7
5.8,4.077,5.1101,8
5.78,4.269,4.3537,11
8.51,6.032,7.8131,6
4.86,3.324,4.1588,11
8.26,5.017,7.9142,6
5.57,3.868,5.1824,8
7.07,5.737,6.3086,8
8.4,5.982,7.4501,7
6.72,4.431,5.4058,8
8.46,4.951,7.9774,6
6.15,5.297,6.3903,9
7.49,5.588,8.648,6
6.54,4.612,5.8294,7
11.06,8.023,11.1223,5
6.27,3.988,5.6218,8
5.02,3.457,4.4171,9
5.99,5.041,6.0961,9
4.51,3.111,4.0944,11
3.06,2.502,2.8662,9
6.25,4.13,5.6185,8
4.77,3.305,4.0101,10
3.37,2.823,3.2827,10
5.05,3.667,4.6437,11
4.11,3.812,3.9455,9
2.59,2.372,2.5949,9
4.7,4.157,4.2801,9
5.32,3.399,4.7538,11
10.7,4.115,10.1585,6
6.22,4.522,5.6036,9
3.41,2.796,3.1995,10
4.26,3.208,3.9562,10
6.93,4.771,6.8866,9
7.6,5.452,7.3758,6
0.89,0.86,0.8725,11
5.66,4.344,4.8314,8
0.54,0.429,0.5327,11
5.79,4.054,5.1761,8
7.87,4.921,6.9621,7
6.96,5.235,5.8576,9
5.81,4.22,5.7851,9
5.91,4.582,6.8633,8
6.23,4.163,5.76,8
3.65,3.203,3.4693,10
5.53,3.359,4.2053,9
3.27,2.613,3.0549,10
5.07,3.706,4.9171,8
5.42,4.042,4.7102,8
5.74,3.671,4.7192,9
5.53,3.887,4.5469,9
6.49,4.355,5.4314,8
4.45,3.66,3.8665,9
5.48,3.964,5.237,9
9.14,4.636,6.277,9
7.79,5.838,7.9167,6
4.9,3.678,4.2609,11
5.84,4.921,7.0634,8
8.05,4.914,7.2667,6
7.43,4.137,5.683,10
7.2,6.172,6.7473,7
5.81,4.028,5.0017,8
6.71,5.959,7.2151,6
7.06,5.007,6.2533,9
0.9,0.857,0.8778,11
3.52,3.007,3.3208,8
5.56,4.751,5.0601,10
2.19,1.947,2.0625,11
6.83,5.32,5.5897,8
6.09,5.626,5.8665,9
6.63,4.872,5.7798,9
8.59,5.165,7.9699,6
4.38,3.426,4.3405,10
7.4,5.529,8.339,6
7.6,5.081,5.6527,9
4.43,3.642,3.9706,10
7.67,4.442,5.9559,8
7.55,6.846,6.8931,8
5.98,5.861,6.2565,9
4.83,3.687,4.157,10
6.88,4.042,5.2624,9
2.97,2.683,2.7587,11
6.43,3.998,4.8122,10
5.4,3.813,4.8146,10
5.78,4.428,6.4733,9
5.38,3.367,4.2002,11
7.26,4.738,6.055,9
4.11,3.271,3.8073,11
5.9,3.868,5.2001,8
2.67,2.532,2.576,9
5.85,3.962,5.123,8
6.83,5.636,7.2691,6
5.06,3.61,4.6101,10
1.5,1.327,1.4541,9
6.09,4.092,5.1847,9
5.08,4.792,4.9941,10
7.57,5.546,7.5647,7
0.44,0.408,0.4351,11
7.4,4.237,5.7552,8
11.59,7.423,12.4812,6
1.52,1.275,1.4925,10
4.43,3.642,3.9031,9
5.8,5.039,5.4201,8
4.74,3.62,4.2526,9
6.75,4.322,5.9205,8
3.73,3.224,3.342,11
6.61,4.528,6.2288,7
5.97,4.194,5.6982,9
5.97,4.037,5.1886,8
4.67,2.317,4.6565,5
4.92,3.413,4.4662,10
5.31,4.727,5.5112,9
4.94,4.37,4.4605,9
5.92,3.863,5.1202,8
10.48,4.989,8.2709,8
6.72,4.712,7.1726,6
6.06,4.567,6.8297,9
5.9,4.387,5.6589,9
2.69,2.246,2.4654,11
5.25,4.482,5.2647,8
7.54,5.595,8.7961,6
3.55,2.818,3.2907,9
4.78,3.91,4.5018,11
5.03,4.741,4.8019,10
6.74,4.342,6.1502,8
4.44,2.092,4.118,11
7.45,6.207,6.9129,7
8.44,5.799,10.4018,5
5.65,4.26,5.9763,9
4.41,3.389,3.7922,11
6.73,3.57,4.3512,11
2.92,2.386,2.7349,9
7.35,5.654,6.1983,9
5,4.523,4.7847,9
13.12,7.662,13.2458,5
3.7,3.219,3.5252,11
4.51,3.275,3.8321,11
6.09,4.571,6.7115,9
8.16,5.863,9.6374,6
7.66,4.929,7.5164,7
7.06,1.926,6.2974,8
5.66,4.975,5.8995,8
7.82,5.201,7.607,9
6.19,5.689,6.1653,9
10.85,6.918,10.2204,6
3.56,2.709,3.2896,9
5.72,4.61,6.9065,8
6.25,4.715,6.6724,9
6.7,6.319,7.2747,6
1.33,1.221,1.2901,11
4.58,3.658,4.2127,10
4.52,3.475,4.0028,11
5.78,4.356,4.6904,9
5.27,4.134,4.6054,10
5.71,4.36,5.2222,9
4.95,3.749,4.7464,11
3.91,4.964,6.6918,7
1.43,1.369,1.4069,11
6.06,4.839,7.5674,8
7.45,4.671,6.9672,7
7.44,4.689,7.1203,7
6.35,4.008,5.3245,9
3.16,2.482,2.8497,10
5.97,3.738,4.8348,10
7.85,5.496,9.6615,5
0.88,0.854,0.8697,11
5.02,5.172,5.5347,8
1.97,1.829,1.8966,10
5.64,3.6,4.6646,8
6.17,4.119,5.2704,8
5.29,3.646,4.1344,11
4.11,3.365,3.7689,9
5.93,4.178,5.7151,9
2.23,2.139,2.1676,9
6.34,4.41,6.4392,9
4.53,3.671,4.1074,8
7.13,4.835,7.5706,8
6.43,5.057,5.631,9
2.16,1.112,2.0843,9
6.53,4.237,6.0123,9
5.56,5.596,6.8054,8
2.25,2.054,2.202,9
5.62,4.605,4.9079,8
5.28,4.08,5.0901,10
5.75,4.288,6.1151,9
4.01,3.191,3.5657,10
3.45,2.821,3.3573,10
6.69,5.118,6.1631,7
7.2,4.268,6.0734,8
7.84,4.768,7.0886,7
4.08,3.205,3.9535,10
7.11,7.671,11.1024,6
0.76,0.731,0.7469,11
6.51,4.197,5.6227,8
2.45,2.376,2.3796,11
6.9,5.416,7.3576,6
1.34,1.194,1.2898,9
7.34,5.995,6.9514,6
8.54,9.331,24.009,5
6.09,6.105,7.0699,8
6.82,4.781,5.846,10
5.47,4.252,5.9008,8
6.59,4.498,6.1417,7
3.55,2.738,3.2465,10
1.25,0.87,1.2089,11
3.99,3.222,3.9098,9
4.67,3.689,4.3842,8
6.41,6.326,6.5502,7
6.7,4.454,5.5482,8
4.34,2.969,3.9653,11
5.29,4.154,4.8025,10
5.77,3.78,5.0161,10
6.91,5.805,5.9359,8
7.82,4.961,6.1051,8
7.85,6.156,8.352,9
5.41,4.079,4.4283,11
6.7,4.633,6.5815,6
8.22,5.042,7.6458,7
4.59,3.32,4.0735,11
5.34,3.807,4.5575,8
5.64,3.824,4.8267,9
6,4.185,4.9213,9
3.01,4.267,5.571,5
2.79,2.161,2.6249,11
5,3.694,4.4928,8
6.1,3.828,5.1153,8
3.73,3.327,3.5962,11
1.7,1.638,1.6441,11
4.91,3.718,4.1095,11
4.39,4.138,4.481,9
3.66,2.934,3.5007,11
7.81,4.397,6.2595,8
5.65,4.536,6.4542,9
5.76,6.207,7.2562,8
5.55,3.819,5.0866,10
13.43,6.427,12.2481,6
5.12,3.456,4.255,11
1.71,1.619,1.6411,11
5.22,4.686,4.7351,9
5.07,3.404,4.2398,11
4.23,3.487,3.9448,11
9.38,4.391,6.0512,10
6.46,5.027,6.0549,7
4.55,2.533,4.1184,11
4.61,3.17,3.8474,11
5.15,3.805,4.3201,11
7.13,5.231,5.732,8
7.62,4.913,7.8282,8
5,3.269,4.5327,8
2.74,2.133,2.5624,11
2.91,2.397,2.6907,11
7.42,6.032,6.4226,8
7.09,5.905,7.9174,6
6.96,4.736,6.2635,7
3.36,3.014,3.2707,10
6.82,4.44,5.9402,8
6.34,4.371,5.2728,9
0.7,0.663,0.683,11
8.05,6.376,7.4696,7
3.65,3.296,4.1053,9
5.13,4.307,4.6112,10
6.21,3.872,5.175,8
7.55,4.935,7.4406,6
8.79,5.409,9.5161,6
2.35,2.115,2.2655,10
4.97,3.739,4.675,9
4.25,3.293,3.7063,11
6.39,3.831,4.507,10
6.93,4.594,6.4072,7
5.83,3.839,5.0788,8
6.86,3.948,5.0183,9
6.58,6.876,7.3071,6
4.4,3.711,4.0408,10
4.06,3.348,4.2033,8
3.17,2.763,3.2232,10
3.47,2.766,3.2391,11
4.63,3.622,4.3523,8
1.1,1.053,1.0786,11
4.8,3.219,3.9364,11
5.65,4.283,5.0915,10
4.28,3.083,3.7439,9
7.36,2.849,6.6739,9
1.32,1.06,1.2791,10
8.02,8.576,9.4598,6
2.98,3.15,3.1739,10
2.77,2.352,2.5881,9
2.47,2.14,2.3147,11
5.78,3.863,4.8879,11
1.14,1.089,1.1287,11
4.81,3.182,4.3759,9
4.22,3.121,3.7672,9
5.99,4.359,5.4164,8
6.11,5.08,5.2478,8
5.21,3.663,4.786,8
6.2,6.225,6.4409,9
7.29,4.715,7.2444,8
6.59,8.344,8.4163,6
4.75,3.013,3.6315,11
4.91,3.849,4.4402,11
2.32,2.078,2.2481,11
9.97,5.491,9.724,9
5.88,3.933,6.258,6
1.55,1.437,1.5132,11
8.64,4.377,5.8029,8
4.78,3.547,4.558,11
7.5,6.343,9.347,7
4.82,3.899,4.2407,9
8.4,6.364,7.9463,6
11.93,7.377,9.9591,7
6.12,3.703,4.8625,9
2.89,2.731,3.0332,9
5.66,4.252,4.2973,11
5.68,5.199,5.3378,10
1.94,1.758,1.8862,11
7.19,5.428,6.7002,7
7.05,3.829,5.1072,8
4.85,3.913,4.4475,8
5.28,3.819,4.8224,9
5.17,3.883,4.6936,8
3.96,3.04,3.6207,11
11.85,10.351,17.7608,5
6.07,3.995,5.3008,9
6.83,5.911,5.996,9
4.92,3.944,4.1674,10
7.41,4.554,6.8038,7
5.93,4.411,6.2172,8
7.3,4.281,5.967,8
5.37,3.695,4.8187,10
7.01,4.882,7.3658,6
7.48,4.832,6.208,8
7.77,5,7.4884,6
6.71,3.815,5.0634,8
6.7,5.109,6.264,8
4.74,3.571,4.17,9
6.3,4.355,6.3476,6
5.51,3.729,4.9135,10
6.77,5.113,5.3198,8
2.54,2.147,2.3821,10
0.81,0.651,0.7872,10
6.18,3.74,5.4889,9
4.86,0.945,4.5167,9
11.09,5.086,8.2564,8
5.78,4.697,7.0833,8
6.03,5.039,5.7221,9
5.9,3.736,4.9327,9
6.81,4.856,6.8134,6
5.39,3.842,5.1456,10
6.84,6.033,6.8182,9
3.42,2.712,3.2491,10
5.85,3.828,5.115,9
3.81,3.247,3.3813,9
0.55,0.458,0.5445,11
5.42,3.79,4.9457,10
4.82,3.378,4.2978,10
6.36,5.7,7.0998,6
10.58,5.786,11.0461,6
6.47,3.968,5.3998,8
5.56,4.346,5.7408,9
9.47,7.085,10.2868,5
4.36,3.735,4.1272,9
7.01,4.817,6.3307,8
8.32,4.709,6.2481,8
3.24,2.649,3.072,9
5.28,4.483,4.613,9
6.75,5.086,6.9804,5
4.46,3.233,3.9553,9
2.96,2.595,2.7256,11
6.36,5.158,6.3051,6
5.53,3.524,4.4314,9
4.1,3.256,3.8458,11
5.93,3.862,5.0173,8
0.91,0.82,0.889,11
5.31,2.579,4.9226,9
3.87,3.044,3.6843,9
5.15,3.94,5.2951,8
3.58,2.819,3.2751,9
2.54,2.141,2.3643,9
5.18,2.154,4.8155,10
5.59,3.849,4.5348,11
5.82,4.276,5.0905,10
12.54,6.844,11.6111,6
5.78,4.087,4.3527,11
8.61,7.782,10.8726,6
5.1,2.887,4.6738,8
6.46,4.521,6.7173,9
8.25,5.499,7.2977,11
6.06,4.143,5.8002,9
5.44,2.738,4.9835,10
4.89,3.598,4.6067,10
6.69,5.23,7.267,6
6.76,5.062,6.4776,7
6.18,1.768,5.609,8
6.82,9.379,14.6352,5
1.06,1.006,1.0447,11
7.06,6.349,6.3834,9
6.96,4.45,5.9003,8
6.9,4.703,7.0567,8
6.31,3.998,4.9147,9
5.41,3.789,4.9797,8
1.03,0.983,1.0057,11
5.43,4,4.3716,11
5.81,3.955,5.0844,8
1.62,1.569,1.5959,11
5.15,3.969,4.2345,11
5.71,3.971,5.0053,8
6.45,4.564,5.5647,11
6.81,4.619,6.8182,9
5.67,3.842,4.7679,9
2.49,2.305,2.3629,9
2.27,2.103,2.1888,10
1.42,1.333,1.3692,11
7.83,5.329,7.3239,7
1.04,0.848,1.0076,9
3.53,3.077,3.1099,11
6.99,3.918,6.0688,9
8.74,5.045,8.5628,6
6.19,4.504,6.3762,7
5.77,4.809,5.2388,10
6.6,4.56,6.6126,9
5.04,3.835,4.9013,8
6.3,3.768,4.7688,9
11.92,7.923,31.7359,5
2.15,1.902,2.0663,9
10.72,5.646,10.4913,5
5.97,4.384,4.8568,8
2.14,2.027,2.0856,11
5.72,3.721,4.8594,9
7.41,7.244,7.2926,6
2.06,1.759,1.9726,9
7.7,6.696,7.4031,6
4.82,5.496,7.7306,5
3.81,3.066,3.4498,9
7.7,2.761,7.0623,7
6.04,3.701,4.8592,9
8.2,5.049,6.8169,7
7.89,5.357,7.1332,8
5.65,4.249,4.7265,8
3.51,2.862,3.3698,9
5.38,4.186,4.7556,10
5.11,4.068,4.2862,9
1.42,0.959,1.3576,11
6.8,6.646,6.6903,9
10.33,5.751,10.6506,5
4.66,3.97,4.3333,9
6.82,4.539,5.5755,9
4.8,4.186,4.513,11
7.11,4.831,5.3402,9
6.27,4.299,4.9258,9
6.22,3.731,4.8605,9
5.6,4.466,6.0508,9
5.52,4.621,5.0582,10
8.41,6.856,7.5237,6
4.67,3.185,4.3523,9
5.44,3.814,4.9881,10
7.49,4.866,7.6374,6
6.45,4.577,5.2239,8
6.2,4.663,6.2293,8
6.58,3.859,5.0709,8
9.48,6.625,8.5022,7
6.29,3.893,5.2509,8
6.76,5.394,6.0089,9
6.88,5.035,5.9208,8
2.49,2.207,2.3832,11
6.88,3.909,5.1065,9
7.29,5.225,6.7757,7
3.71,3.783,4.0684,9
7.3,4.873,7.6956,6
3.67,3.071,3.4889,11
5.76,3.551,4.5369,9
4.14,3.629,4.3944,9
4.62,4.217,4.4177,9
6.52,5.881,7.1554,6
6.06,4.035,5.5373,10
8.3,4.491,6.1038,8
4.45,3.424,4.2365,8
8.32,4.737,7.3124,7
8.06,4.193,5.6062,11
7.55,4.252,6.0511,8
7.55,5.218,6.9451,6
5.95,6.407,8.093,6
1.51,1.447,1.4776,11
8.08,6.179,8.1624,6
5.71,3.857,5.0576,8
6.29,4.317,5.9267,9
4.43,3.387,4.5576,6
6.95,4.712,6.6501,7
2.21,2.064,2.1002,10
5.53,3.759,5.0213,10
2.43,2.163,2.2463,11
5.72,4.054,5.5925,7
4.46,3.923,4.1807,8
6.13,4.454,5.2197,9
4.54,3.869,4.1389,9
4.07,3.631,4.1383,9
5.45,4.345,4.7309,10
6.01,5.102,6.1377,7
7.83,5.322,5.6743,10
5.33,3.556,4.5462,10
3.64,3.106,3.7897,9
3.8,3.229,3.588,11
5.76,3.643,4.5791,11
5.8,4.789,6.4074,9
0.79,0.751,0.7654,11
4.12,3.187,3.8857,9
6.94,4.769,6.4325,7
6.13,3.807,5.4566,9
3.23,2.689,3.0593,10
6.92,5.078,6.5543,7
5.08,4.097,4.3212,11
6.06,4.142,5.0534,9
2.65,1.535,2.5123,11
5.27,3.847,4.7559,9
4.89,3.982,4.9121,8
4.7,3.979,5.1968,9
6.46,4.344,6.1718,6
5.17,3.51,4.5752,9
6.96,4.812,7.3948,8
3.45,2.84,3.3408,11
5.51,5.598,5.627,10
5.87,3.992,4.4409,10
11.15,6.324,10.9518,7
4.42,3.173,3.8508,9
8.61,5.382,7.747,6
3.27,2.999,3.0501,11
7.33,5.156,7.8429,8
5.37,3.868,5.1368,8
6.34,4.243,5.6922,8
6.13,4.48,6.3196,9
11.02,6.543,14.3546,4
7.13,6.621,6.6648,7
4.81,3.639,4.3819,11
6.43,4.692,5.6079,8
3.74,3.028,3.5243,9
1.57,1.435,1.5087,9
0.67,0.623,0.6614,11
8.34,5.049,7.9717,6
6.56,4.587,6.3113,7
4.71,3.666,3.9797,10
7.18,5.357,5.7592,8
6.04,4.072,5.3665,8
5.6,3.996,4.9291,9
5.57,4.5,4.7852,11
4.4,3.182,3.7784,9
5.71,4.226,4.819,9
1.16,1.103,1.1466,11
4.89,3.986,4.5748,8
7.6,4.565,5.6822,9
6.66,4.818,6.4329,7
5.4,3.85,4.5743,9
5.98,4.949,5.1194,8
6.89,5.884,6.2156,7
9.94,6.13,6.812,8
6.64,5.195,5.9841,8
6.66,5.259,5.3997,9
